epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
73,0.10189875510329922,0.9668735891647856,22094,797,377,12170,12170,377,797,22094,0.09907595022969883,0.9691295546558705,2511,86,36,1304,1304,36,86,2511,2026-08-27 16:44:55,121.05,550.62
74,0.10331518826102229,0.9656562399226056,22078,824,393,12143,12143,393,824,22078,0.10715724403525963,0.9602732793522267,2499,109,48,1281,1281,48,109,2499,2026-08-27 16:46:56,121.17,550.62
75,0.09953770679022285,0.967034827475008,22090,787,381,12180,12180,381,787,22090,0.10346958693399694,0.9648279352226721,2510,102,37,1288,1288,37,102,2510,2026-08-27 16:48:57,121.16,550.62
76,0.0941235602297242,0.9696952595936794,22113,716,358,12251,12251,358,716,22113,0.10892930872331143,0.9617914979757085,2456,60,91,1330,1330,91,60,2456,2026-08-27 16:50:58,121.19,550.62
77,0.09310158261121093,0.9691833279587231,22142,763,329,12204,12204,329,763,22142,0.09406075321198233,0.9678643724696356,2500,80,47,1310,1310,47,80,2500,2026-08-27 16:52:59,121.2,550.62
78,0.09251521325420008,0.9697799097065463,22123,723,348,12244,12244,348,723,22123,0.09506256513317353,0.9676113360323887,2509,90,38,1300,1300,38,90,2509,2026-08-27 16:55:00,120.99,550.62
79,0.09481650460627072,0.9701749435665914,22154,740,317,12227,12227,317,740,22154,0.10780874861739878,0.9660931174089069,2531,118,16,1272,1272,16,118,2531,2026-08-27 16:57:02,121.13,550.62
80,0.0957147206018971,0.968961625282167,22121,750,350,12217,12217,350,750,22121,0.10562900465588851,0.9648279352226721,2526,118,21,1272,1272,21,118,2526,2026-08-27 16:59:03,121.0,550.62
81,0.09392355603584283,0.9684255079006772,22142,790,329,12177,12177,329,790,22142,0.09499142142125831,0.9673582995951417,2509,91,38,1299,1299,38,91,2509,2026-08-27 17:01:03,120.83,550.62
82,0.0942049207640959,0.9695219284101904,22141,750,330,12217,12217,330,750,22141,0.09538387473383239,0.9688765182186235,2505,81,42,1309,1309,42,81,2505,2026-08-27 17:03:04,121.03,550.62
83,0.1015576611302423,0.9663656884875846,22099,820,372,12147,12147,372,820,22099,0.09621239276904507,0.9688765182186235,2498,74,49,1316,1316,49,74,2498,2026-08-27 17:05:05,120.93,550.62
84,0.09583837941486566,0.968760077394389,22152,788,319,12179,12179,319,788,22152,0.09586630790279461,0.9691295546558705,2525,100,22,1290,1290,22,100,2525,2026-08-27 17:07:06,120.83,550.62
85,0.09410932507759073,0.9696065785230571,22147,753,324,12214,12214,324,753,22147,0.09218841306073403,0.9686234817813765,2509,86,38,1304,1304,38,86,2509,2026-08-27 17:09:07,120.91,550.62
86,0.09624144527819387,0.9691833279587231,22175,796,296,12171,12171,296,796,22175,0.09794066259863707,0.9663461538461539,2515,101,32,1289,1289,32,101,2515,2026-08-27 17:11:08,120.83,550.62
87,0.1011284953776356,0.9682844243792325,22128,781,343,12186,12186,343,781,22128,0.10626946251579232,0.96584008097166,2491,79,56,1311,1311,56,79,2491,2026-08-27 17:13:08,120.38,550.62
88,0.09395743109491858,0.9696670428893905,22156,760,315,12207,12207,315,760,22156,0.10040845635614777,0.9668522267206477,2526,110,21,1280,1280,21,110,2526,2026-08-27 17:15:09,120.41,550.62
89,0.09766542730184427,0.9667325056433409,22136,844,335,12123,12123,335,844,22136,0.09604500405120886,0.9706477732793523,2511,80,36,1310,1310,36,80,2511,2026-08-27 17:17:09,120.54,550.62
90,0.09218225668049912,0.9701709126088359,22174,760,297,12207,12207,297,760,22174,0.09791500684696812,0.9691295546558705,2524,99,23,1291,1291,23,99,2524,2026-08-27 17:19:10,120.56,550.62
91,0.0918199898176837,0.9692437923250564,22162,781,309,12186,12186,309,781,22162,0.09105471358917322,0.9703947368421053,2523,93,24,1297,1297,24,93,2523,2026-08-27 17:21:11,120.63,550.62
92,0.09262584478859254,0.9707070299903258,22174,741,297,12226,12226,297,741,22174,0.09396997810179285,0.9701417004048583,2523,94,24,1296,1296,24,94,2523,2026-08-27 17:23:11,120.18,550.62
93,0.08825334590390896,0.9711060948081264,22171,724,300,12243,12243,300,724,22171,0.09476311955608518,0.9701417004048583,2492,63,55,1327,1327,55,63,2492,2026-08-27 17:25:11,120.39,550.62
94,0.09092984300129889,0.9701185101580135,22144,732,327,12235,12235,327,732,22144,0.09603043047613219,0.9681174089068826,2494,73,53,1317,1317,53,73,2494,2026-08-27 17:27:11,120.36,550.62
95,0.0943759829729888,0.9683650435343438,22109,759,362,12208,12208,362,759,22109,0.08965921887434145,0.9701417004048583,2509,80,38,1310,1310,38,80,2509,2026-08-27 17:29:12,120.45,550.62
96,0.09116985478961911,0.9706546275395034,22181,750,290,12217,12217,290,750,22181,0.08818709561865219,0.9698886639676113,2520,92,27,1298,1298,27,92,2520,2026-08-27 17:31:12,120.44,550.62
97,0.08746948933536838,0.9716139954853273,22176,711,295,12256,12256,295,711,22176,0.08908177298580405,0.9698886639676113,2524,96,23,1294,1294,23,96,2524,2026-08-27 17:33:13,120.34,550.62
98,0.08494460164615569,0.972658013544018,22201,699,270,12268,12268,270,699,22201,0.08898964987914038,0.9709008097165992,2514,82,33,1308,1308,33,82,2514,2026-08-27 17:35:13,120.4,550.62
99,0.08314870221805222,0.9735569171235086,22195,661,276,12306,12306,276,661,22195,0.09051670222315769,0.9688765182186235,2521,97,26,1293,1293,26,97,2521,2026-08-27 17:37:13,120.16,550.62
100,0.0802984242301758,0.9736455981941309,22190,653,281,12314,12314,281,653,22190,0.08538359495611327,0.9719129554655871,2511,75,36,1315,1315,36,75,2511,2026-08-27 17:39:13,120.21,550.62
