epoch,loss,accuracy,tp_0,fp_0,fn_0,tn_0,tp_1,fp_1,fn_1,tn_1,val_loss,val_accuracy,val_tp_0,val_fp_0,val_fn_0,val_tn_0,val_tp_1,val_fp_1,val_fn_1,val_tn_1,timestamp,epoch_time_sec,max_mem_mb
91,0.06073477668397857,0.9819168946648427,14623,271,152,8343,8343,152,271,14623,0.07033711456248785,0.9767206477732794,2530,75,17,1315,1315,17,75,2530,2026-08-27 10:12:56,231.95,550.62
92,0.051957995916583614,0.9843536251709987,14664,255,111,8359,8359,111,255,14664,0.06129353083594728,0.9802631578947368,2515,46,32,1344,1344,32,46,2515,2026-08-27 10:14:00,232.11,550.62
93,0.03646750386396092,0.9885430916552668,14691,184,84,8430,8430,84,184,14691,0.05808372011027386,0.9825404858299596,2510,32,37,1358,1358,37,32,2510,2026-08-27 10:16:07,234.29,550.62
92,0.05997463075696362,0.9814893980848153,14625,283,150,8331,8331,150,283,14625,0.063926719811549,0.9772267206477733,2513,56,34,1334,1334,34,56,2513,2026-08-27 10:16:51,234.44,550.62
93,0.051818508233364785,0.984130011575292,14639,235,136,8379,8379,136,235,14639,0.07391038174535476,0.9734311740890689,2481,39,66,1351,1351,66,39,2481,2026-08-27 10:17:53,233.42,550.62
94,0.03515380597946081,0.9890988372093024,14687,167,88,8447,8447,88,167,14687,0.05582924832675704,0.9825404858299596,2520,42,27,1348,1348,27,42,2520,2026-08-27 10:19:59,232.6,550.62
93,0.06287196054444719,0.979437414500684,14601,307,174,8307,8307,174,307,14601,0.06200284998004253,0.979757085020243,2498,31,49,1359,1359,49,31,2498,2026-08-27 10:20:43,232.57,550.62
94,0.04991998482780135,0.9842253761969905,14646,240,129,8374,8374,129,240,14646,0.05955188886450061,0.9782388663967612,2517,56,30,1334,1334,30,56,2517,2026-08-27 10:21:47,233.68,550.62
95,0.03494851148714217,0.989141586867305,14684,163,91,8451,8451,91,163,14684,0.04994826175522699,0.9845647773279352,2533,47,14,1343,1343,14,47,2533,2026-08-27 10:23:54,235.13,550.62
94,0.06036168944879553,0.981703146374829,14618,271,157,8343,8343,157,271,14618,0.06053579956253515,0.9777327935222672,2519,60,28,1330,1330,28,60,2519,2026-08-27 10:24:38,234.49,550.62
95,0.04740657948329615,0.9849521203830369,14635,212,140,8402,8402,140,212,14635,0.06433111260907144,0.979251012145749,2526,61,21,1329,1329,21,61,2526,2026-08-27 10:25:40,233.66,550.62
96,0.03237388377730146,0.9907233242134063,14703,145,72,8469,8469,72,145,14703,0.06118035574625331,0.9838056680161943,2537,54,10,1336,1336,10,54,2537,2026-08-27 10:27:48,233.12,550.62
95,0.06119013267311888,0.9811901504787962,14625,290,150,8324,8324,150,290,14625,0.06510181567888058,0.9777327935222672,2515,56,32,1334,1334,32,56,2515,2026-08-27 10:28:31,233.27,550.62
96,0.048803978054199774,0.9844720088393139,14625,213,150,8401,8401,150,213,14625,0.05621400298381051,0.9827935222672065,2510,31,37,1359,1359,37,31,2510,2026-08-27 10:29:33,232.52,550.62
97,0.03156516113023961,0.9903385772913816,14694,145,81,8469,8469,81,145,14694,0.05263694881994862,0.9822874493927125,2525,48,22,1342,1342,22,48,2525,2026-08-27 10:31:41,233.59,550.62
96,0.057856253198511697,0.9820878932968536,14637,281,138,8333,8333,138,281,14637,0.07184889621331322,0.9741902834008097,2475,30,72,1360,1360,72,30,2475,2026-08-27 10:32:26,234.94,550.62
97,0.04758809173636383,0.9852941176470589,14647,216,128,8398,8398,128,216,14647,0.05400103260600974,0.9817813765182186,2519,44,28,1346,1346,28,44,2519,2026-08-27 10:33:28,235.35,550.62
98,0.030598176183364075,0.9903385772913816,14692,143,83,8471,8471,83,143,14692,0.052724938242279584,0.9835526315789473,2515,33,32,1357,1357,32,33,2515,2026-08-27 10:35:37,235.45,550.62
97,0.057445494778818676,0.9825581395348837,14632,265,143,8349,8349,143,265,14632,0.05832180697734703,0.9807692307692307,2517,46,30,1344,1344,30,46,2517,2026-08-27 10:36:21,234.57,550.62
98,0.04489042065389806,0.9867903556771546,14665,199,110,8415,8415,110,199,14665,0.05227199177444358,0.9830465587044535,2514,34,33,1356,1356,33,34,2514,2026-08-27 10:37:23,234.58,550.62
99,0.03026589179637991,0.9908088235294118,14696,136,79,8478,8478,79,136,14696,0.05002415549436109,0.9820344129554656,2515,39,32,1351,1351,32,39,2515,2026-08-27 10:39:31,234.61,550.62
98,0.05722668359187341,0.9824726402188783,14630,265,145,8349,8349,145,265,14630,0.06445835698499658,0.9752024291497976,2504,40,43,1350,1350,43,40,2504,2026-08-27 10:40:17,235.48,550.62
99,0.04353714738432611,0.98640560875513,14656,199,119,8415,8415,119,199,14656,0.050535304724712016,0.9848178137651822,2524,37,23,1353,1353,23,37,2524,2026-08-27 10:41:17,233.69,550.62
100,0.02809149545975964,0.9913645690834473,14707,134,68,8480,8480,68,134,14707,0.046474464246644996,0.9843117408906883,2522,37,25,1353,1353,25,37,2522,2026-08-27 10:43:24,232.96,550.62
99,0.05579485213325904,0.9835413816689467,14631,241,144,8373,8373,144,241,14631,0.05912744572861233,0.979504048582996,2522,56,25,1334,1334,25,56,2522,2026-08-27 10:44:05,228.31,550.62
100,0.04396888050097825,0.986234610123119,14654,201,121,8413,8413,121,201,14654,0.05708729498359839,0.9820344129554656,2507,31,40,1359,1359,40,31,2507,2026-08-27 10:45:06,228.88,550.62
100,0.05760269603649315,0.9824298905608755,14624,260,151,8354,8354,151,260,14624,0.06371892001083958,0.9772267206477733,2513,56,34,1334,1334,34,56,2513,2026-08-27 10:47:54,228.64,550.62
